"Перфоратор электрический Дніпро-М ПЕ-2485П","Вес (кг): 3.5
Гарантия (мес): 24 + 12
Мощность (Вт): 850
Количество оборотов холостого хода (об / мин): 0 - 900
Максимальный диаметр сверления (мм): 26
Сила удара (Дж): 3","Краткое описание
Легкий и компактный перфоратор Дніпро-М ПЕ-2485П – мощный инструмент, который нашел широкое применение в бытовом сегменте, сверлении и бурении кирпича и бетона различной прочности. С таким инструментом каждый хозяин станет мастером, а ремонт в загородном доме или на даче будет в удовольствие. Инструмент функционирует в 3 режимах и подходит для сверления различных материалов (дерево, бетон, сталь).
Полное описание
Особенностью перфоратора модели ПЕ-2485П стало высокое качество исполнения внутренних деталей, а также эргономичный дизайн и отличная защита от перегревов, механических повреждений и попаданий пыли. Специальная втулка, установленная на опорный подшипник, снижает общий уровень вибрации, что обеспечивает точность вращения и комфорт в эксплуатации для оператора.
В комплекте с моделью поставляется съемный быстрозажимной патрон, который устанавливается на специальный переходник и подходит для работы со стандартными сверлами. Быстрая и удобная смена насадок обеспечивает широкую функциональность инструмента и его продуктивность. Щеткодержатели двигателя защищены от залипаний и механических повреждений, что значительно продлевает срок эксплуатации перфоратора.","• Лакировка обмотки двигателя 
• Современная антивибрационная система 
• Защищенность от попадания пыли и мелких частиц 
• До 4850 ударов/мин 
• Три режима работы "
"Пила циркулярная Дніпро-М ДПЕ-1800","Вес (кг): 5
Гарантия (мес): 24 + 12
Напряжение питания сети (В): 220
Мощность (Вт): 1800
Количество оборотов холостого хода (об / мин): 5500
Глубина резания на 90 градусов (мм): 55
Глубина резания на 45 градусов (мм): 45
Диаметр диска (мм): 185","Краткое описание 
Ручная циркулярная пила Дніпро-М ДПЕ-1800 – многофункциональный инструмент, применяется в работе по дереву различной сложности. Медная обмотка двигателя дополнительно уплотняется трехслойным покрытием термостойкого лака, что предотвращает нежелательные перегревы и продлевает срок службы пилы. 
Полное описание 
Высокая мощность двигателя 1,8 кВт в сочетании с предельными оборотами до 5500 об/мин обеспечивают быструю и точную работу по дереву различных пород. Щеткодержатели изготавливаются из металла, а также имеют ограничения глубины давления щетки, что обеспечивает надежную защиту двигателя от механических повреждений. 
Срез дерева под различным наклоном производится благодаря механизму, регулирующему угол распила до 45 градусов. Помимо угла реза есть возможность регулировать также глубину, что будет полезно для выполнения несквозных пропилов. Удобная задняя рукоятка обеспечивает отличный баланс и фиксацию инструмента. 
Диск в циркулярной пиле защищен специальным кожухом, который изготавливается из прочного алюминия. Щетки в модели Дніпро-М ДПЕ-1800 можно заменять без разборки инструмента, что упрощает обслуживание. Шестерни редуктора выполнены из легированной стали высокой прочности. ","• Каучуковая втулка опорного подшипника 
• Система охлаждения двигателя 
• Термостойкое покрытие обмотки двигателя 
• Пылезащитные подшипники 
• Эргономическая рукоятка "
"Угловая шлифовальная машина Дніпро-М МШК-800","Вес (кг): 1.8
Гарантия (мес): 24 + 12
Напряжение питания сети (В): 220-240
Мощность (Вт): 800
Комплектация: Угловая шлифовальная машина, дополнительный комплект графитовых щеток, специальный ключ
Частота сети (Гц): 50
Класс защиты корпуса: IP20
Количество оборотов холостого хода (об / мин): 11000
Диаметр диска (мм): 125
Защита от пыли: есть","Краткое описание
Функциональная и мощная УШМ от украинского производителя Дніпро-М МШК-800 – надежный инструмент, предназначенный для работы с отрезными и шлифовальными кругами диаметром 125 мм. Модель оснащается двигателем 800 Вт, элементы которого вскрыты специальным термостойким составом, препятствующим попаданию пыли и абразивных частиц в инструмент. Таким образом, обеспечивается защита от перегревов и коротких замыканий.
Полное описание
Отличительной особенностью болгарки Дніпро-М МШК-800 является оптимальное расположение элементов управления и контроля. Благодаря компактной конструкции и удобной рукоятке можно работать одной рукой в ограниченных пространствах. 
Эргономичная ручка и особая конструкция кнопки запуска инструмента обеспечивают должный комфорт в эксплуатации. Современная система пылеудаления обеспечивает отбор частиц из потока воздуха, проходящего через двигатель, предотвращая абразивный износ и повреждение изоляции.
Качественное исполнение внутренних элементов – основное преимущество новой линейки ручного электроинструмента Дніпро-М. Корпус редуктора выполнен из алюминиевого литья под давлением, шестерни изготавливаются из особо прочной легированной стали, а специальная конструкция лопастей крыльчатки предназначена для лучшего охлаждения двигателя.","• Кнопка пуска защищена от пыли 
• Стабилизирующая втулка опорного подшипника 
• Пылезащитные подшипники с резиновой прокладкой типа RS 
• Лакированное покрытие обмотки двигателя 
• До 11 000 об/мин "
"Угловая шлифовальная машина Дніпро-М МШК-950","Вес (кг): 1.8 
Гарантия (мес): 24 + 12 
Напряжение питания сети (В): 220 - 240 
Мощность (Вт): 950 
Комплектация: Угловая шлифовальная машина, дополнительный комплект графитовых щеток, специальный ключ 
Частота сети (Гц): 50 
Класс защиты корпуса: IP20 
Количество оборотов холостого хода (об / мин): 11000 
Диаметр диска (мм): 125 
Защита от пыли: есть","Краткое описание 
Функциональная и мощная УШМ от украинского производителя Дніпро-М МШК-950 – надежный инструмент, предназначенный для работы с отрезными и шлифовальными кругами диаметром 125 мм. Модель оснащается двигателем 950 Вт, элементы которого вскрыты специальным термостойким составом, препятствующим попаданию пыли и абразивных частиц в инструмент. Таким образом, обеспечивается защита от перегревов и коротких замыканий. 
Полное описание 
Отличительной особенностью болгарки Дніпро-М МШК-950 является оптимальное расположение элементов управления и контроля. Благодаря компактной конструкции и удобной рукоятке можно работать одной рукой в ограниченных пространствах. 
Эргономичная ручка и особая конструкция кнопки запуска инструмента обеспечивают должный комфорт в эксплуатации. Современная система пылеудаления обеспечивает отбор частиц из потока воздуха, проходящего через двигатель, предотвращая абразивный износ и повреждение изоляции. 
Качественное исполнение внутренних элементов – основное преимущество новой линейки ручного электроинструмента Дніпро-М. Корпус редуктора выполнен из алюминиевого литья под давлением, шестерни изготавливаются из особо прочной легированной стали, а специальная конструкция лопастей крыльчатки предназначена для лучшего охлаждения двигателя. ","• Кнопка пуска защищена от пыли 
• Стабилизирующая втулка опорного подшипника 
• Пылезащитные подшипники с резиновой прокладкой типа RS 
• Лакированное покрытие обмотки двигателя 
• До 11 000 об/мин "
"Угловая шлифовальная машина Дніпро-М МШК-1250","Вес (кг): 2.4
Гарантия (мес): 24 + 12
Напряжение питания сети (В): 220
Мощность (Вт): 1250
Количество оборотов холостого хода (об / мин): 11000
Диаметр диска (мм): 125","Краткое описание
Бытовой инструмент высокой мощности от украинского производителя УШМ Дніпро-М МШК-1250 – надежная и удобная модель для работы шлифовальными и отрезными кругами диаметром 125 мм. Мощности 1,25 кВт достаточно для реза металлических конструкций особой прочности. 
Полное описание
Главным преимуществом в работе с УШМ является качественное внутреннее исполнение, высокий уровень контроля при резе, а также удобное расположение элементов управления. Съемную боковую рукоятку можно устанавливать с любой стороны, что очень удобно. 
Шестерни редуктора двигателя изготовлены из легированной стали повышенной прочности. При работе с УШМ уровень вибрации минимален, т.к. опорный подшипник защищен специальной каучуковой втулкой. Подшипники укрепляются резиновой прокладкой типа RS, который препятствует попаданию пыли и абразивных частиц на контактные узлы.
Обмотка двигателя дополнительно укрепляется тремя слоями защитного лака, тем самым защищая инструмент от короткого замыкания и перегревов, а также увеличивает долговечность двигателя.","• Кнопка включения и подшипники защищены от пыли 
• Антивибрационная втулка 
• Быстрая и удобная замена щеток 
• Металлические шестерни редуктора 
• Мощность 1250 Вт "
"Угловая шлифовальная машина Дніпро-М МШК-1250Р","Вес (кг): 2.4 
Гарантия (мес): 24 + 12 
Напряжение питания сети (В): 220 
Мощность (Вт): 1250 
Количество оборотов холостого хода (об / мин): 11000 
Диаметр диска (мм): 125","Краткое описание
УШМ Дніпро-М МШК-1250Р – это отменное качество от украинского производителя, угловая шлифовальная машина отличающаяся удобством в использовании и высоким уровнем безопасности. Высокое качество исполнения основных элементов УШМ подтверждаются официальной гарантией от производителя сроком на 2 года.
Полное описание
Благодаря регулятору оборотов вы сможете выставлять параметры, оптимальные под обрабатываемый материал и выполняемые работы. Удобный механизм замены щеток позволяет производить обслуживание инструмента, не разбирая его. Конструкция создана по требованиям современного пользователя: эргономичная рукоятка обеспечивает отличный комфорт и сбалансированность при работе с УШМ. 
Минимальный абразивный износ достигается благодаря инновационной системе пылеудаления и защиты класса IP20, что защищает от перегревов и предотвращает износ двигателя. Шестерни редуктора выполнены из легированной стали повышенной прочности, а с помощью конструкции лопастей крыльчатки обеспечивает лучшее охлаждение двигателя.","• Пылезащитные подшипники с резиновой прокладкой типа RS 
• Обмотка двигателя защищена специальным лаком 
• Долговечность двигателя 
• Система блокировки выключателя 
• Защита от пыли и абразивных частиц "
"Насосная станция Дніпро-М НСН-80П","Мощность (Вт): 800
Класс защиты корпуса: IP54
Высота подачи воды (м): 45
Высота всасывания (м): 9
Давление подачи воды (Бар): 4
Объем гидроаккумулятора (л): 24","Насосная станция Дніпро-М НСН-80П – универсальная современная модель от украинского производителя, которая предназначена для обеспечения стабильного водоснабжения загородного дома, дачи или коттеджа. С таким устройством вопросы о поливке огорода, орошении сада или мойке машины не станут препятствием для оформления Вашего дома или дачного участка. 
Благодаря установленному мощному асинхронному двигателю 800 Вт возможно перекачивать до 50 л/минуту. Объемный гидроаккумулятор на 24 л обеспечивает постоянный резерв воды на случай непредвиденных ситуаций, а предельное давление составляет 4 бар. 
Встроенная защита от пыли и брызг типа IP54 продлевает срок эксплуатации устройства, сохраняя при этом эффективность в работе. Забор воды осуществляется на высоту до 9 метров, а подача возможна на высоту до 45 метров. Конструкция насосной станции выполнена из качественной нержавеющей стали, что обеспечивает отличную прочность, долговечность, термостойкость и защиту от коррозии. Модель поставляется в полной сборке, поэтому вам не придется тратить дополнительное время и силы на этот процесс. ","• Объем гидроаккумулятора 24 л 
• Прочный корпус из нержавеющей стали 
• Многоуровневая защита IP54 
• Низкий уровень шума 
• Рабочее давление 0,4 Мпа (4 бар) "
"Насосная станция Дніпро-М НСЧ-110П","Материал корпуса: нержавеющая сталь, чугун
Мощность (Вт): 1100
Производительность (л / ч): 3600
Класс защиты корпуса: IP54
Высота подачи воды (м): 50
Высота всасывания (м): 9
Объем гидроаккумулятора (л): 24
Максимальная рабочая температура воды (°С): 35","Насосная станция Дніпро-М НСЧ-110П – универсальное устройство, надежный помощник для каждого хозяина. Функциональные особенности модели позволяют обеспечивать автономным водоснабжением частный дом или дачу, кроме того аппарат может использоваться для повышения давление в оросительных системах и скважинах. 
Благодаря своим техническим характеристикам, продуманной конструкции и мощному мотору в 1.1 кВт модель удовлетворяет все потребности потребителя. Внушительная скорость откачки воды в 60 л/минуту значительно повышает продуктивность аппарата. Забор воды осуществляется с глубины до 9 метров, а уровень подачи воды может достигать 50 метров. 
Конструкционной особенностью модели прочный чугунный корпус и вместительный бак гидроаккумулятора на 24 литра, изготовленный из нержавеющей стали. Рабочая температура ограничена 35 градусами. Многоуровневая система защиты класса IP54 и использование качественных материалов увеличивают срок эксплуатации устройства. 
Одним из основных преимуществ модели НСЧ-110П является поставка покупателю в полностью собранном варианте, что позволяет вводить в эксплуатацию аппарат сразу после приобретения. ","• Чугунный корпус, бак из нержавеющей стали 
• Ресивер на 24 л 
• Высокая производительность 3600 л/час 
• Низкий уровень шума 
• Тип защиты IP54 "
"Насосная станция Дніпро-М НСЧ-80П","Материал корпуса: нержавеющая сталь, чугун
Напряжение питания сети (В): 220
Мощность (Вт): 800
Производительность (л / ч): 3000
Класс защиты корпуса: IP54
Высота подачи воды (м): 45
Высота всасывания (м): 9
Давление подачи воды (Бар): 4
Объем гидроаккумулятора (л): 24
Максимальная рабочая температура воды (°С): 35","Мобильная и эффективная насосная станция от украинского производителя Дніпро-М НСЧ-80П с легкостью решит любые проблемы связанные с водоснабжением и закачкой воды в загородном доме или на даче. Превосходные технические характеристики, доступная цена и заводская сборка – основные преимущества модели.
За час работы станция способна откачать до 3000 литров чистой или слабозагрязненной жидкости. Вместительный 24-литровый бак изготовлен из нержавеющей стали, а сам насос – из прочного чугуна. Глубина забора воды ограничена 9 метрами, а уровень поднятия может достигать 45 метров. Работает устройство от бытовой электросети 220 В, а мощности двигателя в 800 Ватт достаточно для выполнения основных бытовых задач: забора воды из колодцев, скважин, орошение территорий и т.д.
Вода подается под давлением 0,4 Мпа (4 бар). Защита от попаданий в конструкцию пыли и грязи класса IP54 существенно продлевает эксплуатационный период и снижает износ основных элементов. Насосная станция поставляется в полной сборке, поэтому ее можно вводить в эксплуатацию сразу после приобретения.","• Мобильность и производительность 
• Давление 4 бар 
• Уровень защиты IP54 
• Готовность к работе сразу после приобретения 
• Рабочая температура воды до 35 градусов 
• Высота подъема воды 45 м "
"Проволока Днiпро-М ER70S-6 (0.8мм / 1кг)","Вес (кг): 1 
Толщина: 0.8 
Тип: проволока","Сварочная проволока Дніпро-М ER70S-6 применяется в полуавтоматических инверторных аппаратах MIG/MAG в работах с низко и среднеуглеродистыми, а также низколегированными типами стали. Омедненная проволока диаметром 0,8 мм обеспечивает отменное качество шва, сохраняет ровную дугу, как при капельном, так и при струйном переносе металла в сварочную ванну используя «короткую дугу». Герметичный и аккуратный шов, защищенность шва от коррозии обеспечивается благодаря уникальному медному сплаву.

Проволока Дніпро-М неприхотлива к различному сварочному оборудованию, применяется в среде защитных газов и обеспечивает минимальные потери металла и низкий уровень разбрызгивания при работах.",
"Проволока Днiпро-М ER70S-6 (0.8мм / 2.5кг)","Вес (кг): 2.5 
Толщина: 0.8 
Тип: проволока","Сварочная проволока Дніпро-М ER70S-6 применяется в полуавтоматических инверторных аппаратах MIG/MAG в работах с низко и среднеуглеродистыми, а также низколегированными типами стали.",
"Проволока Днiпро-М ER70S-6 (0.8мм / 5кг)","Вес (кг): 5 
Толщина: 0.8 
Тип: проволока","Сварочная проволока Дніпро-М ER70S-6 применяется в полуавтоматических инверторных аппаратах MIG/MAG в работах с низко и среднеуглеродистыми, а также низколегированными типами стали.",
"Электропила ДНІПРО-М ЕПП-2240, 2,2 кВт, прямой двигатель","Гарантия (мес): 12 
Мощность (Вт): 2200 
Объем масляного бака (мл): 400 
Длина шины (см): 40","Мощная и сбалансированная электропила Дніпро-М ЭПП 2240 – выполнена по современным требованиям садового инструмента и является отличным помощником в саду или на даче. Пила справляется с такими задачами, как распиловка древесины, обрезка веток, заготовка дров и валка небольших деревьев. Бытовой инструмент работает от сети 220 В, а благодаря своей конструкции работать пилой можно длительное время с минимальной нагрузкой на оператора. 
Модель ЭПП 2240 оснащается силовой установкой на 2.2 кВт и 400 мм шиной, что позволяет работать с деревом среднего и крупного диаметра. Кроме достойных технических характеристик модель имеет оригинальный дизайн, равномерно распределяющий нагрузку при работе. 
Двигатель пилы оснащается дополнительной системой защиты от перегревов, а механизм подачи масла на цепь следит за сохранностью комплектующих: шины и цепи. Масляного бочка объемом в 400 мл хватает на длительное время работы без дозаправок. Уровень масла легко отслеживается на специальном индикаторе. ","• Мощность двигателя 2200 Вт 
• Защита от перегревов 
• Сбалансированная конструкция 
• Низкий уровень вибраций 
• Комфорт в работе и эксплуатации 
• Металлические шестерни редуктора "
"Электропила ДНІПРО-М ЕПБ-2240, 2,2 кВт, боковой двигатель","Гарантия (мес): 12
Мощность (Вт): 2200
Объем масляного бака (мл): 150
Длина шины (см): 40","Электропила с боковым двигателем Дніпро-М ЕПБ-2240 – новинка от украинского производителя, основным предназначением которой является резка веток, распил древесины и бревен, заготовка дров. Модель с поперечным расположением двигателя отличается повышенной надежностью, меньшим весом (по сравнению с ЕПП-2240) и должной надежностью и комфортом в использовании.
Двигатель модели ЕПБ-2240 рабочей мощностью 2.2 кВт в сочетании с шиной (40 см) позволяет производить распил дерева прочных пород большого диаметра. Электропила оснащается объемным масляным баком на 400 мл и работает от бытовой электросети 220 В. Масло подается на цепь автоматически благодаря встроенной системе, которая следит за сохранностью комплектующих и значительно продлевает срок эксплуатации. В отличие от бензопил, электропилы отлично подходят для бытовых задач: они значительно легче своих бензиновых аналогов, легко запускаются и отличаются низким уровнем вибрации.
Скорость вращения цепи – 13 м/с, чего будет достаточно для комфортной работы. Кроме того, конструкция электропилы с боковым двигателем проще, оснащается надежными шестернями и вероятность поломки такой пилы гораздо ниже.","• Металлические шестерни редуктора
• Двухслойное покрытие медной обмотки двигателя
• Компактные габариты
• Мощность 2.2 кВт
• Автоматическая подача масла на цепь
• Быстрая натяжка и замена цепи
• Индикатор уровня масла"
"Маска сварщика Дніпро-М МЗП-390","Размер светофильтра (мм): 110 х 90 х 9 
Размер смотрового окна (мм): 92 х 42 
Затемнение в светлом состоянии (DIN): 4 
Затемнение в тёмном состоянии (DIN): 9 - 13 
УФ / ИК защита (DIN): 16 
Переключение в тёмное состояние (с): 1/15000 
Переключение в светлое состояние (с): 0.25 - 0.45 
Регулировка чувствительности: нет 
Электропитание: солнечные элементы + литиевая батарея 
Включение / выключение: автоматическое 
Материал корпуса: противоударный пластик 
Вес (кг): 0.45 
Гарантия (мес): 12","Маска сварщика с автоматическим затемнением «Хамелеон» Дніпро-М МЗП 390 – прочная, функциональная и простая маска от украинского производителя. Защищает глаза оператора во время проведения сварочных работ от УФ/ИК излучений, высоких температур и брызг металла. Прочный и упругий корпус выполнен из качественного пластика, что позволяет работать в различных условиях, как на улице, так и в помещении. 
Благодаря встроенным датчикам маска производит автоматическое затемнение фильтра при обнаружении сварочной дуги. Высокая скорость срабатывания затемнения 1/15000 с. обеспечивает максимальный уровень защиты. В нерабочем положении состояние светофильтра равняется 4 DIN, а в затемненном до 13 DIN (с возможностью регулировки 9-13 DIN). 
Комфорт и легкость в использовании обеспечивается благодаря регулируемому фиксатору (угол наклона и посадка). Степень затемнения задается с внешней стороны маски, поэтому при регулировке маску можно не снимать. Солнечная и литиевая батареи обеспечивают полноценную работу маски на 5000 часов без замены. ","• Корпус из ударостойкого пластика 
• Быстрое автоматическое срабатывание фильтра 
• Регулируемая степень затемнения до 13 DIN 
• Хорошая защита 
• Удобная настраиваемая фиксация "
"Бензиновый триммер Foresta 1,6 кВт","Тип: бензиновый
Мощность (Вт): 1600
Двигатель: 2-тактный
Объем двигателя (см3): 43
Объем топливного бака (л): 1.2
Длина штанги (м): 1.53
Воздушное охлаждение: есть
Пропорция: 1:25
Диаметр вращения лески (мм): 300 - 400
Диаметр вращения ножа (мм):
Скорость вращения (об/мин): 7000
Вес (кг): 7.5
Гарантия (мес): 12","Бензиновый триммер Foresta 1,6 кВт это надежный и удобный инструмент бытового назначения, незаменимая вещь для покоса газонной травы, поросли, бурьяна и небольших веток. Толстый цельный вал из стали обеспечивает длительную и надежную работу бензокосы.
Бензиновый триммер Foresta 1,6 кВт оснащается 2-х тактным бензиновым двигателем с верхним расположением, поэтому его можно использовать при влажной погоде. Двигатель в 43 куб.см способен развивать обороты до 7500 в мин. Также в комплект поставляется катушка с леской для покоса газонной травы и универсальный металлический диск для поросли со стеблями. Очень удобная рукоятка с возможностью регулировки по высоте, поможет более комфортно и быстро справляться с работой. Бак оснащен защитой от ударов, и благодаря его большой вместительности, он помогает уменьшить время, необходимое для заправки мотокосы. Антивибрационная система нового поколения существенно снижает вибрацию и нагрузку.","• Цельный стальной вал с концевиками на 7 шлицов
• Усиленные редуктора на подшипниках
• Игольчатые подшипники на коленвале и на шатуне
• Удобная ручка с регулировкой по высоте
• Защита бачка от ударов
• Антивибрационная система"
"Дрель-шуруповёрт аккумуляторная Дніпро-М АДН-18.0","Вес (кг): 2.7
Гарантия (мес): 24 + 12
Напряжение аккумулятора (В): 18
Емкость аккумулятора (Ач): 1.3
Время заряда аккумулятора (мин): 180 - 300
Максимальный крутящий момент (Н * м): 1 - 22","Краткое описание 
Аккумуляторный шуруповерт Дніпро-М АДН-18,0 – бытовой инструмент, отличающийся особой прочностью и выносливостью в работе. Благодаря отличному внутреннему исполнению, эргономичной конструкции и высокой шуруповерт является отличным помощником по хозяйству. 
Полное описание 
Металлические шестерни и редуктора и цилиндр крутящего момента проходят дополнительную закалку, что придает им жесткости и значительно повышает износостойкость даже при интенсивных нагрузках. Медная обмотка двигателя дополнительно покрыта термостойким составом, который предотвращает перегрев и препятствует попаданию мелких частиц вовнутрь инструмента. 
Такие конструктивные решения значительно продлевают срок эксплуатации шуруповерта, что подтверждается 2 годами официальной гарантии. Модель оснащается 17-позиционным регулятором оборотов с 2 скоростными режимами, что обеспечивает высокоточное заворачивание и позволяет выставлять крутящий момент и степень зажатия шурупов для конкретного типа задач. ","• Металлические шестерни редуктора 
• Кнопочный «реверс» 
• Быстрая смена сверла/бура с режимом автоматической блокировки 
• Эргономичная конструкция рукоятки "
"Насосная станция Дніпро-М НСН-110П","Напряжение питания сети (В): 220
Мощность (Вт): 1100
Производительность (л / ч): 3600
Класс защиты корпуса: IP54
Высота подачи воды (м): 50
Высота всасывания (м): 9
Давление подачи воды (Бар): 4
Максимальная рабочая температура воды (°С): 40","Насосная станция Дніпро-М НСН-110П обеспечивает стабильную подачу воды в загородном доме, даче и является незаменимым устройством для повышения давления системах орошения, снабжении водой из колодцев, накопительных емкостей и скважин. Автономное водоснабжение дома или земельного участка на долгие годы.
Благодаря мощному асинхронному гидроаккумулятору 1,1 кВт перекачивать воду можно с высокой скоростью до 60 л/минуту. Высота поднятия воды достигает 50 м, а максимальная глубина погружения составляет 9 м.
Устройство работает от бытовой сети с напряжением 220 В, а также отличается низким уровнем шума в работе, что является весомым преимуществом данной модели. Корпус из нержавеющей стали продлевает срок эксплуатации станции, защищая от преждевременного износа, коррозии и повреждений. Многоуровневая система защиты типа IP54 устраняет попадание пыли и грязи в конструкцию.
Модель поставляется в полной сборке и доступна к эксплуатации с момента приобретения, что является дополнительным преимуществом.","• Корпус и бак выполнены из нержавеющей стали 
• Вода подается под давлением 4 Бар 
• Уровень защиты IP54 
• Производительность до 3600 л/час 
• Максимальная температура жидкости 40 С "
